,class
HP:0000559,(Abnormality of the eye(眼部异常));(Abnormality of connective tissue(结缔组织异常));
HP:0000561,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0000563,(Abnormality of the eye(眼部异常));
HP:0000564,(Abnormality of head and neck(头部和颈部的异常));
HP:0000565,(Abnormality of the eye(眼部异常));
HP:0000567,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));
HP:0000568,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));
HP:0000570,(Abnormality of the eye(眼部异常));
HP:0000571,(Abnormality of the eye(眼部异常));
HP:0000572,(Abnormality of the eye(眼部异常));
HP:0000573,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of blood and blood-forming tissues(血液和造血组织异常));(Abnormality of the eye(眼部异常));
HP:0000574,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0000575,(Abnormality of the eye(眼部异常));
HP:0000576,(Abnormality of the eye(眼部异常));
HP:0000577,(Abnormality of the eye(眼部异常));
HP:0000579,(Abnormality of head and neck(头部和颈部的异常));
HP:0000580,(Abnormality of the eye(眼部异常));
HP:0000581,(Abnormality of head and neck(头部和颈部的异常));
HP:0000582,(Abnormality of head and neck(头部和颈部的异常));
HP:0000585,(Abnormality of the eye(眼部异常));
HP:0000586,(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));
HP:0000587,(Abnormality of the eye(眼部异常));
HP:0000588,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));
HP:0000589,(Abnormality of head and neck(头部和颈部的异常));
HP:0000590,(Abnormality of the eye(眼部异常));
HP:0000591,(Abnormality of the eye(眼部异常));
HP:0000592,(Abnormality of the eye(眼部异常));
HP:0000593,(Abnormality of the eye(眼部异常));
HP:0000597,(Abnormality of the eye(眼部异常));
HP:0000598,(Abnormality of the ear(耳部异常));
HP:0000600,(Abnormality of head and neck(头部和颈部的异常));
HP:0000601,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));
HP:0000602,(Abnormality of the eye(眼部异常));
HP:0000603,(Abnormality of the eye(眼部异常));
HP:0000605,(Abnormality of the eye(眼部异常));
HP:0000606,(Abnormality of head and neck(头部和颈部的异常));
HP:0000607,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0000608,(Abnormality of the eye(眼部异常));
HP:0000609,(Abnormality of the eye(眼部异常));(Abnormality of the nervous system(神经系统异常));
HP:0000610,(Abnormality of the eye(眼部异常));
HP:0000612,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));
HP:0000613,(Abnormality of the eye(眼部异常));(Abnormality of the nervous system(神经系统异常));
HP:0000614,(Abnormality of head and neck(头部和颈部的异常));
HP:0000615,(Abnormality of the eye(眼部异常));
HP:0000616,(Abnormality of the eye(眼部异常));
HP:0000617,(Abnormality of the eye(眼部异常));
HP:0000618,(Abnormality of the eye(眼部异常));
HP:0000619,(Abnormality of the eye(眼部异常));
HP:0000620,(Abnormality of head and neck(头部和颈部的异常));
HP:0000621,(Abnormality of head and neck(头部和颈部的异常));
HP:0000622,(Abnormality of the eye(眼部异常));
HP:0000623,(Abnormality of the eye(眼部异常));
HP:0000625,(Abnormality of head and neck(头部和颈部的异常));
HP:0000627,(Abnormality of the eye(眼部异常));
HP:0000629,(Abnormality of head and neck(头部和颈部的异常));
HP:0000630,(Abnormality of the cardiovascular system(心血管系统异常));(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the eye(眼部异常));
HP:0000632,(Abnormality of the eye(眼部异常));
HP:0000633,(Abnormality of the eye(眼部异常));
HP:0000634,(Abnormality of the eye(眼部异常));
HP:0000635,(Abnormality of the eye(眼部异常));
HP:0000636,(Abnormality of head and neck(头部和颈部的异常));
HP:0000637,(Abnormality of head and neck(头部和颈部的异常));
HP:0000639,(Abnormality of the eye(眼部异常));
HP:0000640,(Abnormality of the eye(眼部异常));
HP:0000641,(Abnormality of the eye(眼部异常));
HP:0000642,(Abnormality of the eye(眼部异常));
HP:0000643,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the nervous system(神经系统异常));
HP:0000646,(Abnormality of the eye(眼部异常));
HP:0000647,(Abnormality of the eye(眼部异常));
HP:0000648,(Abnormality of the eye(眼部异常));
HP:0000649,(Abnormality of the eye(眼部异常));
HP:0000651,(Abnormality of the eye(眼部异常));
HP:0000652,(Abnormality of head and neck(头部和颈部的异常));
HP:0000653,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0000656,(Abnormality of head and neck(头部和颈部的异常));
HP:0000657,(Abnormality of the eye(眼部异常));(Abnormality of the nervous system(神经系统异常));
HP:0000658,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the nervous system(神经系统异常));
HP:0000659,(Abnormality of the eye(眼部异常));
HP:0000660,(Abnormality of the eye(眼部异常));(Abnormality of the cardiovascular system(心血管系统异常));
HP:0000662,(Abnormality of the eye(眼部异常));
HP:0000664,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the integument(体壁的异常));
HP:0000666,(Abnormality of the eye(眼部异常));
HP:0000667,(Abnormality of the eye(眼部异常));
HP:0000668,(Abnormality of head and neck(头部和颈部的异常));
HP:0000670,(Abnormality of head and neck(头部和颈部的异常));
HP:0000674,(Abnormality of head and neck(头部和颈部的异常));
HP:0000676,(Abnormality of head and neck(头部和颈部的异常));
HP:0000677,(Abnormality of head and neck(头部和颈部的异常));
HP:0000678,(Abnormality of head and neck(头部和颈部的异常));
HP:0000679,(Abnormality of head and neck(头部和颈部的异常));
HP:0000680,(Abnormality of head and neck(头部和颈部的异常));
HP:0000682,(Abnormality of connective tissue(结缔组织异常));(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of head and neck(头部和颈部的异常));
HP:0000683,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of connective tissue(结缔组织异常));
HP:0000684,(Abnormality of head and neck(头部和颈部的异常));
HP:0000685,(Abnormality of head and neck(头部和颈部的异常));
HP:0000687,(Abnormality of head and neck(头部和颈部的异常));
HP:0000689,(Abnormality of head and neck(头部和颈部的异常));
HP:0000691,(Abnormality of head and neck(头部和颈部的异常));
HP:0000692,(Abnormality of head and neck(头部和颈部的异常));
HP:0000695,(Abnormality of head and neck(头部和颈部的异常));
HP:0000696,(Abnormality of head and neck(头部和颈部的异常));
HP:0000698,(Abnormality of head and neck(头部和颈部的异常));
HP:0000699,(Abnormality of head and neck(头部和颈部的异常));
HP:0000703,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of connective tissue(结缔组织异常));
HP:0000704,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the immune system(免疫系统异常));
HP:0000705,(Abnormality of head and neck(头部和颈部的异常));(Abnormality of the skeletal system(骨骼系统异常));(Abnormality of connective tissue(结缔组织异常));
HP:0000707,(Abnormality of the nervous system(神经系统异常));
HP:0000708,(Abnormality of the nervous system(神经系统异常));
HP:0000709,(Abnormality of the nervous system(神经系统异常));
HP:0000710,(Abnormality of the nervous system(神经系统异常));
HP:0000711,(Abnormality of the nervous system(神经系统异常));
HP:0000712,(Abnormality of the nervous system(神经系统异常));
HP:0000713,(Abnormality of the nervous system(神经系统异常));
HP:0000716,(Abnormality of the nervous system(神经系统异常));
HP:0000717,(Abnormality of the nervous system(神经系统异常));
HP:0000718,(Abnormality of the nervous system(神经系统异常));
HP:0000719,(Abnormality of the nervous system(神经系统异常));
HP:0000722,(Abnormality of the nervous system(神经系统异常));
HP:0000723,(Abnormality of the nervous system(神经系统异常));
HP:0000725,(Abnormality of the nervous system(神经系统异常));
HP:0000726,(Abnormality of the nervous system(神经系统异常));
HP:0000727,(Abnormality of the nervous system(神经系统异常));
HP:0000729,(Abnormality of the nervous system(神经系统异常));
HP:0000733,(Abnormality of the nervous system(神经系统异常));
HP:0000734,(Abnormality of the nervous system(神经系统异常));
HP:0000735,(Abnormality of the nervous system(神经系统异常));
HP:0000736,(Abnormality of the nervous system(神经系统异常));
HP:0000737,(Abnormality of the nervous system(神经系统异常));
HP:0000738,(Abnormality of the nervous system(神经系统异常));
HP:0000739,(Abnormality of the nervous system(神经系统异常));
HP:0000740,(Abnormality of the nervous system(神经系统异常));
HP:0000741,(Abnormality of the nervous system(神经系统异常));
HP:0000742,(Abnormality of the nervous system(神经系统异常));
HP:0000743,(Abnormality of the nervous system(神经系统异常));
HP:0000744,(Abnormality of the nervous system(神经系统异常));
HP:0000745,(Abnormality of the nervous system(神经系统异常));
HP:0000746,(Abnormality of the nervous system(神经系统异常));
HP:0000748,(Abnormality of the nervous system(神经系统异常));
HP:0000749,(Abnormality of the nervous system(神经系统异常));
HP:0000750,(Abnormality of the nervous system(神经系统异常));
HP:0000751,(Abnormality of the nervous system(神经系统异常));
HP:0000752,(Abnormality of the nervous system(神经系统异常));
HP:0000753,(Abnormality of the nervous system(神经系统异常));
HP:0000756,(Abnormality of the nervous system(神经系统异常));
HP:0000757,(Abnormality of the nervous system(神经系统异常));
HP:0000758,(Abnormality of the nervous system(神经系统异常));
HP:0000762,(Abnormality of the nervous system(神经系统异常));
HP:0000763,(Abnormality of the nervous system(神经系统异常));
HP:0000765,(Abnormality of the skeletal system(骨骼系统异常));
HP:0000766,(Abnormality of the skeletal system(骨骼系统异常));
HP:0000767,(Abnormality of the skeletal system(骨骼系统异常));
HP:0000768,(Abnormality of the skeletal system(骨骼系统异常));
HP:0000769,(Abnormality of the breast(乳房异常));
HP:0000771,(Abnormality of the breast(乳房异常));
HP:0000772,(Abnormality of the skeletal system(骨骼系统异常));
HP:0000773,(Abnormality of the skeletal system(骨骼系统异常));
HP:0000774,(Abnormality of the skeletal system(骨骼系统异常));
HP:0000775,(Abnormality of the musculature(肌肉组织异常));
HP:0000776,(Abnormality of the musculature(肌肉组织异常));(Abnormality of connective tissue(结缔组织异常));
HP:0000777,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0000778,(Abnormality of the endocrine system(内分泌系统异常));(Abnormality of the immune system(免疫系统异常));
HP:0000782,(Abnormality of the skeletal system(骨骼系统异常));
HP:0000786,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of the endocrine system(内分泌系统异常));
HP:0000787,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0000789,(Abnormality of the genitourinary system(泌尿生殖系统异常));
HP:0000790,(Abnormality of the genitourinary system(泌尿生殖系统异常));(Abnormality of metabolism/homeostasis(代谢紊乱/稳态失衡));
